"№ заказа","арт. сайт","арт. поставщика",Цена,Количество,"Ед. измерения",Название,Примечание
91464,47415,МСТ-00221,49.40,4,уп.,"Фасовочный пакет №9 (26х35) Супер Торба (уп.), арт.МСТ-00221",
